,id,data_type,ttg_type,error_type,filename,path
123,ID_000123,leather,train,good,151.png,../data/leather/train/good/151.png
124,ID_000124,leather,train,good,024.png,../data/leather/train/good/024.png
125,ID_000125,leather,train,good,017.png,../data/leather/train/good/017.png
126,ID_000126,leather,train,good,045.png,../data/leather/train/good/045.png
127,ID_000127,leather,train,good,059.png,../data/leather/train/good/059.png
128,ID_000128,leather,train,good,122.png,../data/leather/train/good/122.png
129,ID_000129,leather,train,good,226.png,../data/leather/train/good/226.png
130,ID_000130,leather,train,good,112.png,../data/leather/train/good/112.png
131,ID_000131,leather,train,good,026.png,../data/leather/train/good/026.png
132,ID_000132,leather,train,good,190.png,../data/leather/train/good/190.png
133,ID_000133,leather,train,good,072.png,../data/leather/train/good/072.png
134,ID_000134,leather,train,good,152.png,../data/leather/train/good/152.png
135,ID_000135,leather,train,good,051.png,../data/leather/train/good/051.png
136,ID_000136,leather,train,good,192.png,../data/leather/train/good/192.png
137,ID_000137,leather,train,good,199.png,../data/leather/train/good/199.png
138,ID_000138,leather,train,good,080.png,../data/leather/train/good/080.png
139,ID_000139,leather,train,good,224.png,../data/leather/train/good/224.png
140,ID_000140,leather,train,good,099.png,../data/leather/train/good/099.png
141,ID_000141,leather,train,good,120.png,../data/leather/train/good/120.png
142,ID_000142,leather,train,good,117.png,../data/leather/train/good/117.png
143,ID_000143,leather,train,good,116.png,../data/leather/train/good/116.png
144,ID_000144,leather,train,good,088.png,../data/leather/train/good/088.png
145,ID_000145,leather,train,good,032.png,../data/leather/train/good/032.png
146,ID_000146,leather,train,good,169.png,../data/leather/train/good/169.png
147,ID_000147,leather,train,good,127.png,../data/leather/train/good/127.png
148,ID_000148,leather,train,good,000.png,../data/leather/train/good/000.png
149,ID_000149,leather,train,good,119.png,../data/leather/train/good/119.png
150,ID_000150,leather,train,good,235.png,../data/leather/train/good/235.png
151,ID_000151,leather,train,good,149.png,../data/leather/train/good/149.png
152,ID_000152,leather,train,good,033.png,../data/leather/train/good/033.png
153,ID_000153,leather,train,good,075.png,../data/leather/train/good/075.png
154,ID_000154,leather,train,good,198.png,../data/leather/train/good/198.png
155,ID_000155,leather,train,good,114.png,../data/leather/train/good/114.png
156,ID_000156,leather,train,good,162.png,../data/leather/train/good/162.png
157,ID_000157,leather,train,good,069.png,../data/leather/train/good/069.png
158,ID_000158,leather,train,good,156.png,../data/leather/train/good/156.png
159,ID_000159,leather,train,good,111.png,../data/leather/train/good/111.png
160,ID_000160,leather,train,good,035.png,../data/leather/train/good/035.png
161,ID_000161,leather,train,good,179.png,../data/leather/train/good/179.png
162,ID_000162,leather,train,good,204.png,../data/leather/train/good/204.png
163,ID_000163,leather,train,good,110.png,../data/leather/train/good/110.png
164,ID_000164,leather,train,good,034.png,../data/leather/train/good/034.png
165,ID_000165,leather,train,good,138.png,../data/leather/train/good/138.png
166,ID_000166,leather,train,good,106.png,../data/leather/train/good/106.png
167,ID_000167,leather,train,good,048.png,../data/leather/train/good/048.png
168,ID_000168,leather,train,good,030.png,../data/leather/train/good/030.png
169,ID_000169,leather,train,good,220.png,../data/leather/train/good/220.png
170,ID_000170,leather,train,good,141.png,../data/leather/train/good/141.png
171,ID_000171,leather,train,good,223.png,../data/leather/train/good/223.png
172,ID_000172,leather,train,good,104.png,../data/leather/train/good/104.png
173,ID_000173,leather,train,good,159.png,../data/leather/train/good/159.png
174,ID_000174,leather,train,good,061.png,../data/leather/train/good/061.png
175,ID_000175,leather,train,good,231.png,../data/leather/train/good/231.png
176,ID_000176,leather,train,good,155.png,../data/leather/train/good/155.png
177,ID_000177,leather,train,good,214.png,../data/leather/train/good/214.png
178,ID_000178,leather,train,good,003.png,../data/leather/train/good/003.png
179,ID_000179,leather,train,good,064.png,../data/leather/train/good/064.png
180,ID_000180,leather,train,good,229.png,../data/leather/train/good/229.png
181,ID_000181,leather,train,good,184.png,../data/leather/train/good/184.png
182,ID_000182,leather,train,good,186.png,../data/leather/train/good/186.png
183,ID_000183,leather,train,good,005.png,../data/leather/train/good/005.png
184,ID_000184,leather,train,good,164.png,../data/leather/train/good/164.png
185,ID_000185,leather,train,good,079.png,../data/leather/train/good/079.png
186,ID_000186,leather,train,good,239.png,../data/leather/train/good/239.png
187,ID_000187,leather,train,good,131.png,../data/leather/train/good/131.png
188,ID_000188,leather,train,good,157.png,../data/leather/train/good/157.png
189,ID_000189,leather,train,good,238.png,../data/leather/train/good/238.png
190,ID_000190,leather,train,good,206.png,../data/leather/train/good/206.png
191,ID_000191,leather,train,good,078.png,../data/leather/train/good/078.png
192,ID_000192,leather,train,good,237.png,../data/leather/train/good/237.png
193,ID_000193,leather,train,good,197.png,../data/leather/train/good/197.png
194,ID_000194,leather,train,good,217.png,../data/leather/train/good/217.png
195,ID_000195,leather,train,good,040.png,../data/leather/train/good/040.png
196,ID_000196,leather,train,good,176.png,../data/leather/train/good/176.png
197,ID_000197,leather,train,good,095.png,../data/leather/train/good/095.png
198,ID_000198,leather,train,good,071.png,../data/leather/train/good/071.png
199,ID_000199,leather,train,good,023.png,../data/leather/train/good/023.png
200,ID_000200,leather,train,good,185.png,../data/leather/train/good/185.png
201,ID_000201,leather,train,good,006.png,../data/leather/train/good/006.png
202,ID_000202,leather,train,good,219.png,../data/leather/train/good/219.png
203,ID_000203,leather,train,good,175.png,../data/leather/train/good/175.png
204,ID_000204,leather,train,good,101.png,../data/leather/train/good/101.png
205,ID_000205,leather,train,good,013.png,../data/leather/train/good/013.png
206,ID_000206,leather,train,good,181.png,../data/leather/train/good/181.png
207,ID_000207,leather,train,good,044.png,../data/leather/train/good/044.png
208,ID_000208,leather,train,good,233.png,../data/leather/train/good/233.png
209,ID_000209,leather,train,good,123.png,../data/leather/train/good/123.png
210,ID_000210,leather,train,good,081.png,../data/leather/train/good/081.png
211,ID_000211,leather,train,good,196.png,../data/leather/train/good/196.png
212,ID_000212,leather,train,good,098.png,../data/leather/train/good/098.png
213,ID_000213,leather,train,good,144.png,../data/leather/train/good/144.png
214,ID_000214,leather,train,good,216.png,../data/leather/train/good/216.png
215,ID_000215,leather,train,good,187.png,../data/leather/train/good/187.png
216,ID_000216,leather,train,good,188.png,../data/leather/train/good/188.png
217,ID_000217,leather,train,good,087.png,../data/leather/train/good/087.png
218,ID_000218,leather,train,good,161.png,../data/leather/train/good/161.png
219,ID_000219,leather,train,good,028.png,../data/leather/train/good/028.png
220,ID_000220,leather,train,good,242.png,../data/leather/train/good/242.png
221,ID_000221,leather,train,good,126.png,../data/leather/train/good/126.png
222,ID_000222,leather,train,good,168.png,../data/leather/train/good/168.png
223,ID_000223,leather,train,good,211.png,../data/leather/train/good/211.png
224,ID_000224,leather,train,good,150.png,../data/leather/train/good/150.png
225,ID_000225,leather,train,good,016.png,../data/leather/train/good/016.png
226,ID_000226,leather,train,good,036.png,../data/leather/train/good/036.png
227,ID_000227,leather,train,good,074.png,../data/leather/train/good/074.png
228,ID_000228,leather,train,good,193.png,../data/leather/train/good/193.png
229,ID_000229,leather,train,good,228.png,../data/leather/train/good/228.png
230,ID_000230,leather,train,good,136.png,../data/leather/train/good/136.png
231,ID_000231,leather,train,good,070.png,../data/leather/train/good/070.png
232,ID_000232,leather,train,good,212.png,../data/leather/train/good/212.png
233,ID_000233,leather,train,good,178.png,../data/leather/train/good/178.png
234,ID_000234,leather,train,good,234.png,../data/leather/train/good/234.png
235,ID_000235,leather,train,good,148.png,../data/leather/train/good/148.png
236,ID_000236,leather,train,good,182.png,../data/leather/train/good/182.png
237,ID_000237,leather,train,good,146.png,../data/leather/train/good/146.png
238,ID_000238,leather,train,good,118.png,../data/leather/train/good/118.png
239,ID_000239,leather,train,good,203.png,../data/leather/train/good/203.png
240,ID_000240,leather,train,good,230.png,../data/leather/train/good/230.png
241,ID_000241,leather,train,good,043.png,../data/leather/train/good/043.png
242,ID_000242,leather,train,good,067.png,../data/leather/train/good/067.png
243,ID_000243,leather,train,good,165.png,../data/leather/train/good/165.png
244,ID_000244,leather,train,good,139.png,../data/leather/train/good/139.png
245,ID_000245,leather,train,good,027.png,../data/leather/train/good/027.png
246,ID_000246,leather,train,good,010.png,../data/leather/train/good/010.png
247,ID_000247,leather,train,good,137.png,../data/leather/train/good/137.png
248,ID_000248,leather,train,good,125.png,../data/leather/train/good/125.png
249,ID_000249,leather,train,good,163.png,../data/leather/train/good/163.png
250,ID_000250,leather,train,good,014.png,../data/leather/train/good/014.png
251,ID_000251,leather,train,good,209.png,../data/leather/train/good/209.png
252,ID_000252,leather,train,good,128.png,../data/leather/train/good/128.png
253,ID_000253,leather,train,good,221.png,../data/leather/train/good/221.png
254,ID_000254,leather,train,good,091.png,../data/leather/train/good/091.png
255,ID_000255,leather,train,good,100.png,../data/leather/train/good/100.png
256,ID_000256,leather,train,good,041.png,../data/leather/train/good/041.png
257,ID_000257,leather,train,good,107.png,../data/leather/train/good/107.png
258,ID_000258,leather,train,good,077.png,../data/leather/train/good/077.png
259,ID_000259,leather,train,good,142.png,../data/leather/train/good/142.png
260,ID_000260,leather,train,good,160.png,../data/leather/train/good/160.png
261,ID_000261,leather,train,good,174.png,../data/leather/train/good/174.png
262,ID_000262,leather,train,good,029.png,../data/leather/train/good/029.png
263,ID_000263,leather,train,good,166.png,../data/leather/train/good/166.png
264,ID_000264,leather,train,good,170.png,../data/leather/train/good/170.png
265,ID_000265,leather,train,good,189.png,../data/leather/train/good/189.png
266,ID_000266,leather,train,good,004.png,../data/leather/train/good/004.png
267,ID_000267,leather,train,good,145.png,../data/leather/train/good/145.png
268,ID_000268,leather,train,good,011.png,../data/leather/train/good/011.png
269,ID_000269,leather,train,good,068.png,../data/leather/train/good/068.png
270,ID_000270,leather,train,good,047.png,../data/leather/train/good/047.png
271,ID_000271,leather,train,good,180.png,../data/leather/train/good/180.png
272,ID_000272,leather,train,good,121.png,../data/leather/train/good/121.png
273,ID_000273,leather,train,good,083.png,../data/leather/train/good/083.png
274,ID_000274,leather,train,good,038.png,../data/leather/train/good/038.png
275,ID_000275,leather,train,good,037.png,../data/leather/train/good/037.png
276,ID_000276,leather,train,good,153.png,../data/leather/train/good/153.png
277,ID_000277,leather,train,good,008.png,../data/leather/train/good/008.png
278,ID_000278,leather,train,good,183.png,../data/leather/train/good/183.png
279,ID_000279,leather,train,good,084.png,../data/leather/train/good/084.png
280,ID_000280,leather,train,good,200.png,../data/leather/train/good/200.png
281,ID_000281,leather,train,good,124.png,../data/leather/train/good/124.png
282,ID_000282,leather,train,good,109.png,../data/leather/train/good/109.png
283,ID_000283,leather,train,good,097.png,../data/leather/train/good/097.png
284,ID_000284,leather,train,good,241.png,../data/leather/train/good/241.png
285,ID_000285,leather,train,good,113.png,../data/leather/train/good/113.png
286,ID_000286,leather,train,good,132.png,../data/leather/train/good/132.png
287,ID_000287,leather,train,good,102.png,../data/leather/train/good/102.png
288,ID_000288,leather,train,good,210.png,../data/leather/train/good/210.png
289,ID_000289,leather,train,good,019.png,../data/leather/train/good/019.png
290,ID_000290,leather,train,good,227.png,../data/leather/train/good/227.png
291,ID_000291,leather,train,good,158.png,../data/leather/train/good/158.png
292,ID_000292,leather,train,good,105.png,../data/leather/train/good/105.png
293,ID_000293,leather,train,good,090.png,../data/leather/train/good/090.png
294,ID_000294,leather,train,good,065.png,../data/leather/train/good/065.png
295,ID_000295,leather,train,good,222.png,../data/leather/train/good/222.png
296,ID_000296,leather,train,good,243.png,../data/leather/train/good/243.png
297,ID_000297,leather,train,good,208.png,../data/leather/train/good/208.png
298,ID_000298,leather,train,good,009.png,../data/leather/train/good/009.png
299,ID_000299,leather,train,good,244.png,../data/leather/train/good/244.png
300,ID_000300,leather,train,good,218.png,../data/leather/train/good/218.png
301,ID_000301,leather,train,good,082.png,../data/leather/train/good/082.png
302,ID_000302,leather,train,good,172.png,../data/leather/train/good/172.png
303,ID_000303,leather,train,good,021.png,../data/leather/train/good/021.png
304,ID_000304,leather,train,good,062.png,../data/leather/train/good/062.png
305,ID_000305,leather,train,good,042.png,../data/leather/train/good/042.png
306,ID_000306,leather,train,good,103.png,../data/leather/train/good/103.png
307,ID_000307,leather,train,good,134.png,../data/leather/train/good/134.png
308,ID_000308,leather,train,good,154.png,../data/leather/train/good/154.png
309,ID_000309,leather,train,good,060.png,../data/leather/train/good/060.png
310,ID_000310,leather,train,good,056.png,../data/leather/train/good/056.png
311,ID_000311,leather,train,good,225.png,../data/leather/train/good/225.png
312,ID_000312,leather,train,good,108.png,../data/leather/train/good/108.png
313,ID_000313,leather,train,good,012.png,../data/leather/train/good/012.png
314,ID_000314,leather,train,good,147.png,../data/leather/train/good/147.png
315,ID_000315,leather,train,good,191.png,../data/leather/train/good/191.png
316,ID_000316,leather,train,good,086.png,../data/leather/train/good/086.png
317,ID_000317,leather,train,good,063.png,../data/leather/train/good/063.png
318,ID_000318,leather,train,good,054.png,../data/leather/train/good/054.png
319,ID_000319,leather,train,good,076.png,../data/leather/train/good/076.png
320,ID_000320,leather,train,good,236.png,../data/leather/train/good/236.png
321,ID_000321,leather,train,good,093.png,../data/leather/train/good/093.png
322,ID_000322,leather,train,good,213.png,../data/leather/train/good/213.png
323,ID_000323,leather,train,good,018.png,../data/leather/train/good/018.png
324,ID_000324,leather,train,good,057.png,../data/leather/train/good/057.png
325,ID_000325,leather,train,good,025.png,../data/leather/train/good/025.png
326,ID_000326,leather,train,good,096.png,../data/leather/train/good/096.png
327,ID_000327,leather,train,good,015.png,../data/leather/train/good/015.png
328,ID_000328,leather,train,good,232.png,../data/leather/train/good/232.png
329,ID_000329,leather,train,good,022.png,../data/leather/train/good/022.png
330,ID_000330,leather,train,good,007.png,../data/leather/train/good/007.png
331,ID_000331,leather,train,good,201.png,../data/leather/train/good/201.png
332,ID_000332,leather,train,good,207.png,../data/leather/train/good/207.png
333,ID_000333,leather,train,good,050.png,../data/leather/train/good/050.png
334,ID_000334,leather,train,good,202.png,../data/leather/train/good/202.png
335,ID_000335,leather,train,good,055.png,../data/leather/train/good/055.png
336,ID_000336,leather,train,good,002.png,../data/leather/train/good/002.png
337,ID_000337,leather,test,good,031.png,../data/leather/test/good/031.png
338,ID_000338,leather,test,good,001.png,../data/leather/test/good/001.png
339,ID_000339,leather,test,good,020.png,../data/leather/test/good/020.png
340,ID_000340,leather,test,good,024.png,../data/leather/test/good/024.png
341,ID_000341,leather,test,good,017.png,../data/leather/test/good/017.png
342,ID_000342,leather,test,good,026.png,../data/leather/test/good/026.png
343,ID_000343,leather,test,good,000.png,../data/leather/test/good/000.png
344,ID_000344,leather,test,good,030.png,../data/leather/test/good/030.png
345,ID_000345,leather,test,good,003.png,../data/leather/test/good/003.png
346,ID_000346,leather,test,good,005.png,../data/leather/test/good/005.png
347,ID_000347,leather,test,good,023.png,../data/leather/test/good/023.png
348,ID_000348,leather,test,good,006.png,../data/leather/test/good/006.png
349,ID_000349,leather,test,good,013.png,../data/leather/test/good/013.png
350,ID_000350,leather,test,good,028.png,../data/leather/test/good/028.png
351,ID_000351,leather,test,good,016.png,../data/leather/test/good/016.png
352,ID_000352,leather,test,good,027.png,../data/leather/test/good/027.png
353,ID_000353,leather,test,good,010.png,../data/leather/test/good/010.png
354,ID_000354,leather,test,good,014.png,../data/leather/test/good/014.png
355,ID_000355,leather,test,good,029.png,../data/leather/test/good/029.png
356,ID_000356,leather,test,good,004.png,../data/leather/test/good/004.png
357,ID_000357,leather,test,good,011.png,../data/leather/test/good/011.png
358,ID_000358,leather,test,good,008.png,../data/leather/test/good/008.png
359,ID_000359,leather,test,good,019.png,../data/leather/test/good/019.png
360,ID_000360,leather,test,good,009.png,../data/leather/test/good/009.png
361,ID_000361,leather,test,good,021.png,../data/leather/test/good/021.png
362,ID_000362,leather,test,good,012.png,../data/leather/test/good/012.png
363,ID_000363,leather,test,good,018.png,../data/leather/test/good/018.png
364,ID_000364,leather,test,good,025.png,../data/leather/test/good/025.png
365,ID_000365,leather,test,good,015.png,../data/leather/test/good/015.png
366,ID_000366,leather,test,good,022.png,../data/leather/test/good/022.png
367,ID_000367,leather,test,good,007.png,../data/leather/test/good/007.png
368,ID_000368,leather,test,good,002.png,../data/leather/test/good/002.png
369,ID_000369,leather,test,fold,001.png,../data/leather/test/fold/001.png
370,ID_000370,leather,test,fold,000.png,../data/leather/test/fold/000.png
371,ID_000371,leather,test,fold,003.png,../data/leather/test/fold/003.png
372,ID_000372,leather,test,fold,005.png,../data/leather/test/fold/005.png
373,ID_000373,leather,test,fold,006.png,../data/leather/test/fold/006.png
374,ID_000374,leather,test,fold,013.png,../data/leather/test/fold/013.png
375,ID_000375,leather,test,fold,016.png,../data/leather/test/fold/016.png
376,ID_000376,leather,test,fold,010.png,../data/leather/test/fold/010.png
377,ID_000377,leather,test,fold,014.png,../data/leather/test/fold/014.png
